date,hour,energy_kWh
2018-01-11,15,0.12
2018-01-11,16,0.11
2018-01-11,17,0.3
2018-01-11,18,0.66
2018-01-11,19,0.88
2018-01-11,20,0.4
2018-01-11,21,0.33
2018-01-11,22,0.2
2018-01-11,23,0.11
2018-01-12,0,0.08
2018-01-12,1,0.12
2018-01-12,2,0.09
2018-01-12,3,0.09
2018-01-12,4,0.1
2018-01-12,5,0.1
2018-01-12,6,0.1
2018-01-12,7,0.12
2018-01-12,8,0.27
2018-01-12,9,0.09
2018-01-12,10,0.09
2018-01-12,11,0.11
2018-01-12,12,0.08
2018-01-12,13,0.1
2018-01-12,14,0.1
2018-01-12,15,0.1
2018-01-12,16,0.39
2018-01-12,17,0.47
2018-01-12,18,0.49
2018-01-12,19,1.14
2018-01-12,20,0.78
2018-01-12,21,0.5
2018-01-12,22,0.52
2018-01-12,23,0.54
2018-01-13,0,0.44
2018-01-13,1,0.33
2018-01-13,2,0.3
2018-01-13,3,0.17
2018-01-13,4,0.18
2018-01-13,5,0.16
2018-01-13,6,0.17
2018-01-13,7,0.18
2018-01-13,8,0.16
2018-01-13,9,0.16
2018-01-13,10,0.16
2018-01-13,11,0.73
2018-01-13,12,0.54
2018-01-13,13,0.36
2018-01-13,14,0.87
2018-01-13,15,0.49
2018-01-13,16,0.41
2018-01-13,17,0.13
2018-01-13,18,0.28
2018-01-13,19,0.29
2018-01-13,20,0.31
2018-01-13,21,1.51
2018-01-13,22,0.53
2018-01-13,23,0.26
2018-01-14,0,0.25
2018-01-14,1,0.25
2018-01-14,2,0.22
2018-01-14,3,0.14
2018-01-14,4,0.27
2018-01-14,5,0.28
2018-01-14,6,0.31
2018-01-14,7,0.22
2018-01-14,8,0.11
2018-01-14,9,0.1
2018-01-14,10,0.16
2018-01-14,11,0.47
2018-01-14,12,0.39
2018-01-14,13,0.25
2018-01-14,14,0.22
2018-01-14,15,0.13
2018-01-14,16,0.09
2018-01-14,17,0.1
2018-01-14,18,0.41
2018-01-14,19,0.35
2018-01-14,20,0.28
2018-01-14,21,0.25
2018-01-14,22,0.33
2018-01-14,23,0.18
2018-01-15,0,0.15
2018-01-15,1,0.27
2018-01-15,2,0.28
2018-01-15,3,0.24
2018-01-15,4,0.1
2018-01-15,5,0.1
2018-01-15,6,0.09
2018-01-15,7,0.14
2018-01-15,8,0.26
2018-01-15,9,0.21
2018-01-15,10,0.09
2018-01-15,11,0.11
2018-01-15,12,0.11
2018-01-15,13,0.09
2018-01-15,14,0.1
2018-01-15,15,0.08
2018-01-15,16,0.12
2018-01-15,17,0.35
2018-01-15,18,0.7
2018-01-15,19,0.71
2018-01-15,20,0.96
2018-01-15,21,1.54
2018-01-15,22,0.2
2018-01-15,23,0.12
2018-01-16,0,0.09
2018-01-16,1,0.11
2018-01-16,2,0.11
2018-01-16,3,0.27
2018-01-16,4,0.28
2018-01-16,5,0.17
2018-01-16,6,0.09
2018-01-16,7,0.18
2018-01-16,8,0.24
2018-01-16,9,0.1
2018-01-16,10,0.12
2018-01-16,11,0.1
2018-01-16,12,0.1
2018-01-16,13,0.09
2018-01-16,14,0.11
2018-01-16,15,0.1
2018-01-16,16,0.09
2018-01-16,17,0.28
2018-01-16,18,0.86
2018-01-16,19,0.37
2018-01-16,20,0.34
2018-01-16,21,0.41
2018-01-16,22,0.35
2018-01-16,23,0.13
2018-01-17,0,0.09
2018-01-17,1,0.1
2018-01-17,2,0.16
2018-01-17,3,0.28
2018-01-17,4,0.28
2018-01-17,5,0.16
2018-01-17,6,0.09
2018-01-17,7,0.15
2018-01-17,8,0.24
2018-01-17,9,0.11
2018-01-17,10,0.1
2018-01-17,11,0.09
2018-01-17,12,0.1
2018-01-17,13,0.09
2018-01-17,14,0.14
2018-01-17,15,0.12
2018-01-17,16,0.15
2018-01-17,17,0.4
2018-01-17,18,0.13
2018-01-17,19,0.1
2018-01-17,20,0.25
2018-01-17,21,0.27
2018-01-17,22,0.31
2018-01-17,23,0.26
2018-01-18,0,0.12
2018-01-18,1,0.24
2018-01-18,2,0.28
2018-01-18,3,0.27
2018-01-18,4,0.1
2018-01-18,5,0.09
2018-01-18,6,0.09
2018-01-18,7,0.15
2018-01-18,8,0.26
2018-01-18,9,0.1
2018-01-18,10,0.1
2018-01-18,11,0.09
2018-01-18,12,0.09
2018-01-18,13,0.12
2018-01-18,14,0.15
2018-01-18,15,0.13
2018-01-18,16,0.18
2018-01-18,17,0.21
2018-01-18,18,0.39
2018-01-18,19,0.78
2018-01-18,20,0.29
2018-01-18,21,0.23
2018-01-18,22,0.22
2018-01-18,23,0.11
2018-01-19,0,0.16
2018-01-19,1,0.29
2018-01-19,2,0.27
2018-01-19,3,0.15
2018-01-19,4,0.1
2018-01-19,5,0.09
2018-01-19,6,0.1
2018-01-19,7,0.13
2018-01-19,8,0.27
2018-01-19,9,0.23
2018-01-19,10,0.13
2018-01-19,11,0.09
2018-01-19,12,0.1
2018-01-19,13,0.11
2018-01-19,14,0.1
2018-01-19,15,0.11
2018-01-19,16,0.1
2018-01-19,17,0.84
2018-01-19,18,1.11
2018-01-19,19,0.54
2018-01-19,20,0.96
2018-01-19,21,0.66
2018-01-19,22,0.7
2018-01-19,23,0.47
2018-01-20,0,0.1
2018-01-20,1,0.12
2018-01-20,2,0.09
2018-01-20,3,0.11
2018-01-20,4,0.11
2018-01-20,5,0.37
2018-01-20,6,0.37
2018-01-20,7,0.14
2018-01-20,8,0.15
2018-01-20,9,0.53
2018-01-20,10,0.29
2018-01-20,11,0.23
2018-01-20,12,0.27
2018-01-20,13,0.25
2018-01-20,14,0.29
2018-01-20,15,0.65
2018-01-20,16,0.71
2018-01-20,17,0.48
2018-01-20,18,0.16
2018-01-20,19,0.09
2018-01-20,20,0.11
2018-01-20,21,0.25
2018-01-20,22,0.45
2018-01-20,23,0.19
2018-01-21,0,0.11
2018-01-21,1,0.13
2018-01-21,2,0.09
2018-01-21,3,0.12
2018-01-21,4,0.1
2018-01-21,5,0.1
2018-01-21,6,0.11
2018-01-21,7,0.09
2018-01-21,8,0.1
2018-01-21,9,0.15
2018-01-21,10,0.19
2018-01-21,11,0.56
2018-01-21,12,0.87
2018-01-21,13,0.2
2018-01-21,14,0.13
2018-01-21,15,0.16
2018-01-21,16,0.52
2018-01-21,17,0.98
2018-01-21,18,1.34
2018-01-21,19,0.79
2018-01-21,20,0.29
2018-01-21,21,0.25
2018-01-21,22,0.42
2018-01-21,23,0.41
2018-01-22,0,0.36
2018-01-22,1,0.24
2018-01-22,2,0.24
2018-01-22,3,0.14
2018-01-22,4,0.14
2018-01-22,5,0.21
2018-01-22,6,0.14
2018-01-22,7,0.09
2018-01-22,8,0.26
2018-01-22,9,0.1
2018-01-22,10,0.1
2018-01-22,11,0.22
2018-01-22,12,0.38
2018-01-22,13,0.11
2018-01-22,14,0.15
2018-01-22,15,0.27
2018-01-22,16,2.4
2018-01-22,17,1.41
2018-01-22,18,1.59
2018-01-22,19,0.61
2018-01-22,20,0.49
2018-01-22,21,0.29
2018-01-22,22,0.35
2018-01-22,23,0.31
2018-01-23,0,0.28
2018-01-23,1,0.24
2018-01-23,2,0.09
2018-01-23,3,0.1
2018-01-23,4,0.1
2018-01-23,5,0.1
2018-01-23,6,0.11
2018-01-23,7,0.29
2018-01-23,8,0.37
2018-01-23,9,0.16
2018-01-23,10,0.09
2018-01-23,11,0.12
2018-01-23,12,0.1
2018-01-23,13,0.12
2018-01-23,14,0.09
2018-01-23,15,0.17
2018-01-23,16,0.27
2018-01-23,17,0.47
2018-01-23,18,0.52
2018-01-23,19,0.36
2018-01-23,20,0.31
2018-01-23,21,0.29
2018-01-23,22,0.27
2018-01-23,23,0.16
2018-01-24,0,0.13
2018-01-24,1,0.09
2018-01-24,2,0.11
2018-01-24,3,0.12
2018-01-24,4,0.1
2018-01-24,5,0.09
2018-01-24,6,0.09
2018-01-24,7,0.28
2018-01-24,8,0.42
2018-01-24,9,0.16
2018-01-24,10,0.1
2018-01-24,11,0.1
2018-01-24,12,0.1
2018-01-24,13,0.09
2018-01-24,14,0.11
2018-01-24,15,0.1
2018-01-24,16,0.14
2018-01-24,17,0.39
2018-01-24,18,1.0
2018-01-24,19,0.42
2018-01-24,20,0.31
2018-01-24,21,0.27
2018-01-24,22,0.29
2018-01-24,23,0.22
2018-01-25,0,0.11
2018-01-25,1,0.09
2018-01-25,2,0.23
2018-01-25,3,0.3
2018-01-25,4,0.27
2018-01-25,5,0.16
2018-01-25,6,0.1
2018-01-25,7,0.16
2018-01-25,8,0.24
2018-01-25,9,0.1
2018-01-25,10,0.1
2018-01-25,11,0.1
2018-01-25,12,0.1
2018-01-25,13,0.12
2018-01-25,14,0.13
2018-01-25,15,0.12
2018-01-25,16,0.1
2018-01-25,17,0.42
2018-01-25,18,0.36
2018-01-25,19,0.29
2018-01-25,20,0.45
2018-01-25,21,0.5
2018-01-25,22,0.42
2018-01-25,23,0.15
2018-01-26,0,0.1
2018-01-26,1,0.1
2018-01-26,2,0.1
2018-01-26,3,0.11
2018-01-26,4,0.09
2018-01-26,5,0.1
2018-01-26,6,0.16
2018-01-26,7,0.21
2018-01-26,8,0.29
2018-01-26,9,0.08
2018-01-26,10,0.1
2018-01-26,11,0.12
2018-01-26,12,0.08
2018-01-26,13,0.1
2018-01-26,14,0.12
2018-01-26,15,0.09
2018-01-26,16,0.09
2018-01-26,17,0.1
2018-01-26,18,0.09
2018-01-26,19,0.08
2018-01-26,20,0.09
2018-01-26,21,0.09
2018-01-26,22,0.09
2018-01-26,23,1.07
2018-01-27,0,0.39
2018-01-27,1,0.28
2018-01-27,2,0.3
2018-01-27,3,0.29
2018-01-27,4,0.21
2018-01-27,5,0.12
2018-01-27,6,0.09
2018-01-27,7,0.11
2018-01-27,8,0.12
2018-01-27,9,0.09
2018-01-27,10,0.68
2018-01-27,11,0.45
2018-01-27,12,1.88
2018-01-27,13,0.77
2018-01-27,14,0.46
2018-01-27,15,0.27
2018-01-27,16,0.52
2018-01-27,17,0.3
2018-01-27,18,0.26
2018-01-27,19,0.47
2018-01-27,20,0.35
2018-01-27,21,0.39
2018-01-27,22,0.27
2018-01-27,23,0.25
2018-01-28,0,0.27
2018-01-28,1,0.3
2018-01-28,2,0.28
2018-01-28,3,0.3
2018-01-28,4,0.38
2018-01-28,5,0.33
2018-01-28,6,0.26
2018-01-28,7,0.19
2018-01-28,8,0.1
2018-01-28,9,0.1
2018-01-28,10,0.09
2018-01-28,11,0.64
2018-01-28,12,0.72
2018-01-28,13,0.31
2018-01-28,14,0.25
2018-01-28,15,0.42
2018-01-28,16,0.31
2018-01-28,17,0.27
2018-01-28,18,0.16
2018-01-28,19,0.93
2018-01-28,20,0.85
2018-01-28,21,0.24
2018-01-28,22,0.29
2018-01-28,23,0.13
2018-01-29,0,0.13
2018-01-29,1,0.1
2018-01-29,2,0.13
2018-01-29,3,0.14
2018-01-29,4,0.14
2018-01-29,5,0.13
2018-01-29,6,0.29
2018-01-29,7,0.33
2018-01-29,8,0.3
2018-01-29,9,0.16
2018-01-29,10,0.21
2018-01-29,11,0.13
2018-01-29,12,0.13
2018-01-29,13,0.09
2018-01-29,14,0.14
2018-01-29,15,0.12
2018-01-29,16,0.11
2018-01-29,17,0.66
2018-01-29,18,1.4
2018-01-29,19,0.52
2018-01-29,20,0.82
2018-01-29,21,1.39
2018-01-29,22,0.43
2018-01-29,23,0.17
2018-01-30,0,0.14
2018-01-30,1,0.13
2018-01-30,2,0.12
2018-01-30,3,0.22
2018-01-30,4,0.41
2018-01-30,5,0.3
2018-01-30,6,0.21
2018-01-30,7,0.15
2018-01-30,8,0.19
2018-01-30,9,0.1
2018-01-30,10,0.09
2018-01-30,11,0.1
2018-01-30,12,0.11
2018-01-30,13,0.1
2018-01-30,14,0.11
2018-01-30,15,0.1
2018-01-30,16,0.12
2018-01-30,17,0.42
2018-01-30,18,0.43
2018-01-30,19,0.3
2018-01-30,20,0.12
2018-01-30,21,0.63
2018-01-30,22,0.31
2018-01-30,23,0.32
2018-01-31,0,0.23
2018-01-31,1,0.14
2018-01-31,2,0.11
2018-01-31,3,0.12
2018-01-31,4,0.09
2018-01-31,5,0.1
2018-01-31,6,0.09
2018-01-31,7,0.12
2018-01-31,8,0.18
2018-01-31,9,0.09
2018-01-31,10,0.1
2018-01-31,11,0.1
2018-01-31,12,0.08
2018-01-31,13,0.1
2018-01-31,14,0.14
2018-01-31,15,0.09
2018-01-31,16,0.12
2018-01-31,17,0.27
2018-01-31,18,1.28
2018-01-31,19,0.52
2018-01-31,20,0.59
2018-01-31,21,1.01
2018-01-31,22,0.41
2018-01-31,23,0.12
2018-02-01,0,0.11
2018-02-01,1,0.22
2018-02-01,2,0.11
2018-02-01,3,0.09
2018-02-01,4,0.1
2018-02-01,5,0.1
2018-02-01,6,0.09
2018-02-01,7,0.13
2018-02-01,8,0.17
2018-02-01,9,0.12
2018-02-01,10,0.09
2018-02-01,11,0.1
2018-02-01,12,0.1
2018-02-01,13,0.09
2018-02-01,14,0.11
2018-02-01,15,0.1
2018-02-01,16,0.09
2018-02-01,17,0.33
2018-02-01,18,1.09
2018-02-01,19,0.62
2018-02-01,20,0.81
2018-02-01,21,0.17
2018-02-01,22,0.33
2018-02-01,23,0.18
2018-02-02,0,0.09
2018-02-02,1,0.09
2018-02-02,2,0.1
2018-02-02,3,0.1
2018-02-02,4,0.1
2018-02-02,5,0.1
2018-02-02,6,0.09
2018-02-02,7,0.18
2018-02-02,8,0.21
2018-02-02,9,0.09
2018-02-02,10,0.11
2018-02-02,11,0.1
2018-02-02,12,0.1
2018-02-02,13,0.08
2018-02-02,14,0.1
2018-02-02,15,0.1
2018-02-02,16,0.09
2018-02-02,17,0.39
2018-02-02,18,0.67
2018-02-02,19,0.49
2018-02-02,20,0.41
2018-02-02,21,0.21
2018-02-02,22,0.19
2018-02-02,23,0.11
2018-02-03,0,0.13
2018-02-03,1,0.1
2018-02-03,2,0.09
2018-02-03,3,0.09
2018-02-03,4,0.1
2018-02-03,5,0.1
2018-02-03,6,0.09
2018-02-03,7,0.11
2018-02-03,8,0.1
2018-02-03,9,0.1
2018-02-03,10,0.09
2018-02-03,11,0.09
2018-02-03,12,0.1
2018-02-03,13,0.1
2018-02-03,14,0.09
2018-02-03,15,0.21
2018-02-03,16,0.47
2018-02-03,17,0.51
2018-02-03,18,0.48
2018-02-03,19,0.52
2018-02-03,20,0.37
2018-02-03,21,0.26
2018-02-03,22,0.24
2018-02-03,23,0.25
2018-02-04,0,0.24
2018-02-04,1,0.14
2018-02-04,2,0.11
2018-02-04,3,0.12
2018-02-04,4,0.11
2018-02-04,5,0.12
2018-02-04,6,0.1
2018-02-04,7,0.11
2018-02-04,8,0.09
2018-02-04,9,0.12
2018-02-04,10,0.12
2018-02-04,11,0.35
2018-02-04,12,1.68
2018-02-04,13,1.12
2018-02-04,14,0.27
2018-02-04,15,0.34
2018-02-04,16,0.11
2018-02-04,17,0.11
2018-02-04,18,0.11
2018-02-04,19,0.11
2018-02-04,20,0.66
2018-02-04,21,0.27
2018-02-04,22,0.23
2018-02-04,23,0.14
2018-02-05,0,0.13
2018-02-05,1,0.12
2018-02-05,2,0.21
2018-02-05,3,0.15
2018-02-05,4,0.11
2018-02-05,5,0.11
2018-02-05,6,0.11
2018-02-05,7,0.1
2018-02-05,8,0.16
2018-02-05,9,0.09
2018-02-05,10,0.1
2018-02-05,11,0.35
2018-02-05,12,0.59
2018-02-05,13,0.5
2018-02-05,14,0.42
2018-02-05,15,0.19
2018-02-05,16,0.1
2018-02-05,17,0.16
2018-02-05,18,0.94
2018-02-05,19,1.07
2018-02-05,20,0.34
2018-02-05,21,0.27
2018-02-05,22,0.24
2018-02-05,23,0.12
2018-02-06,0,0.21
2018-02-06,1,0.13
2018-02-06,2,0.155
2018-02-06,3,0.11
2018-02-06,4,0.09
2018-02-06,5,0.1
2018-02-06,6,0.12
2018-02-06,7,0.12
2018-02-06,8,0.18
2018-02-06,9,0.1
2018-02-06,10,0.11
2018-02-06,11,0.09
2018-02-06,12,0.09
2018-02-06,13,0.1
2018-02-06,14,0.12
2018-02-06,15,0.1
2018-02-06,16,0.1
2018-02-06,17,0.1
2018-02-06,18,0.09
2018-02-06,19,0.82
2018-02-06,20,0.44
2018-02-06,21,0.46
2018-02-06,22,0.44
2018-02-06,23,0.23
2018-02-07,0,0.11
2018-02-07,1,0.11
2018-02-07,2,0.1
2018-02-07,3,0.09
2018-02-07,4,0.1
2018-02-07,5,0.1
2018-02-07,6,0.1
2018-02-07,7,0.09
2018-02-07,8,0.16
2018-02-07,9,0.1
2018-02-07,10,0.1
2018-02-07,11,0.1
2018-02-07,12,0.1
2018-02-07,13,0.09
2018-02-07,14,0.09
2018-02-07,15,0.1
2018-02-07,16,0.1
2018-02-07,17,0.17
2018-02-07,18,0.55
2018-02-07,19,1.0
2018-02-07,20,0.37
2018-02-07,21,0.26
2018-02-07,22,0.22
2018-02-07,23,0.11
2018-02-08,0,0.1
2018-02-08,1,0.1
2018-02-08,2,0.11
2018-02-08,3,0.1
2018-02-08,4,0.1
2018-02-08,5,0.09
2018-02-08,6,0.09
2018-02-08,7,0.1
2018-02-08,8,0.16
2018-02-08,9,0.08
2018-02-08,10,0.1
2018-02-08,11,0.1
2018-02-08,12,0.09
2018-02-08,13,0.09
2018-02-08,14,0.1
2018-02-08,15,0.09
2018-02-08,16,0.09
2018-02-08,17,0.21
2018-02-08,18,1.06
2018-02-08,19,0.51
2018-02-08,20,0.47
2018-02-08,21,0.28
2018-02-08,22,0.23
2018-02-08,23,0.1
2018-02-09,0,0.11
2018-02-09,1,0.1
2018-02-09,2,0.1
2018-02-09,3,0.09
2018-02-09,4,0.1
2018-02-09,5,0.1
2018-02-09,6,0.1
2018-02-09,7,0.22
2018-02-09,8,0.37
2018-02-09,9,0.15
2018-02-09,10,0.18
2018-02-09,11,0.1
2018-02-09,12,0.09
2018-02-09,13,0.11
2018-02-09,14,0.1
2018-02-09,15,0.1
2018-02-09,16,0.1
2018-02-09,17,0.29
2018-02-09,18,0.37
2018-02-09,19,0.1
2018-02-09,20,0.1
2018-02-09,21,0.09
2018-02-09,22,0.09
2018-02-09,23,0.1
2018-02-10,0,0.1
2018-02-10,1,1.0
2018-02-10,2,0.51
2018-02-10,3,0.34
2018-02-10,4,0.29
2018-02-10,5,0.11
2018-02-10,6,0.1
2018-02-10,7,0.1
2018-02-10,8,0.09
2018-02-10,9,0.11
2018-02-10,10,0.14
2018-02-10,11,0.77
2018-02-10,12,0.37
2018-02-10,13,1.07
2018-02-10,14,0.74
2018-02-10,15,0.15
2018-02-10,16,0.09
2018-02-10,17,0.11
2018-02-10,18,0.14
2018-02-10,19,0.14
2018-02-10,20,0.14
2018-02-10,21,0.3
2018-02-10,22,0.32
2018-02-10,23,0.27
2018-02-11,0,0.14
2018-02-11,1,0.21
2018-02-11,2,0.14
2018-02-11,3,0.1
2018-02-11,4,0.09
2018-02-11,5,0.1
2018-02-11,6,0.1
2018-02-11,7,0.09
2018-02-11,8,0.09
2018-02-11,9,0.1
2018-02-11,10,0.6
2018-02-11,11,1.03
2018-02-11,12,1.01
2018-02-11,13,0.42
2018-02-11,14,0.18
2018-02-11,15,0.11
2018-02-11,16,0.1
2018-02-11,17,0.11
2018-02-11,18,0.11
2018-02-11,19,0.21
2018-02-11,20,0.2
2018-02-11,21,0.25
2018-02-11,22,0.24
2018-02-11,23,0.21
2018-02-12,0,0.22
2018-02-12,1,0.14
2018-02-12,2,0.11
2018-02-12,3,0.12
2018-02-12,4,0.09
2018-02-12,5,0.1
2018-02-12,6,0.1
2018-02-12,7,0.09
2018-02-12,8,0.09
2018-02-12,9,0.14
2018-02-12,10,0.32
2018-02-12,11,0.21
2018-02-12,12,0.94
2018-02-12,13,0.9
2018-02-12,14,0.3
2018-02-12,15,0.28
2018-02-12,16,0.26
2018-02-12,17,0.27
2018-02-12,18,0.32
2018-02-12,19,0.59
2018-02-12,20,2.06
2018-02-12,21,2.56
2018-02-12,22,0.53
2018-02-12,23,0.22
2018-02-13,0,0.18
2018-02-13,1,0.11
2018-02-13,2,0.1
2018-02-13,3,0.11
2018-02-13,4,0.1
2018-02-13,5,0.09
2018-02-13,6,0.17
2018-02-13,7,0.28
2018-02-13,8,0.35
2018-02-13,9,0.24
2018-02-13,10,0.1
2018-02-13,11,0.13
2018-02-13,12,0.18
2018-02-13,13,0.09
2018-02-13,14,0.12
2018-02-13,15,0.11
2018-02-13,16,0.1
2018-02-13,17,0.18
2018-02-13,18,0.46
2018-02-13,19,1.02
2018-02-13,20,1.87
2018-02-13,21,1.09
2018-02-13,22,0.24
2018-02-13,23,0.29
2018-02-14,0,0.11
2018-02-14,1,0.1
2018-02-14,2,0.26
2018-02-14,3,0.28
2018-02-14,4,0.27
2018-02-14,5,0.12
2018-02-14,6,0.09
2018-02-14,7,0.1
2018-02-14,8,0.22
2018-02-14,9,0.43
2018-02-14,10,0.2
2018-02-14,11,0.17
2018-02-14,12,0.18
2018-02-14,13,0.16
2018-02-14,14,0.11
2018-02-14,15,0.1
2018-02-14,16,0.16
2018-02-14,17,0.33
2018-02-14,18,0.56
2018-02-14,19,1.15
2018-02-14,20,1.66
2018-02-14,21,1.1
2018-02-14,22,0.64
2018-02-14,23,0.32
2018-02-15,0,0.3
2018-02-15,1,0.47
2018-02-15,2,0.46
2018-02-15,3,0.26
2018-02-15,4,0.09
2018-02-15,5,0.1
2018-02-15,6,0.1
2018-02-15,7,0.09
2018-02-15,8,0.2
2018-02-15,9,0.14
2018-02-15,10,0.11
2018-02-15,11,0.18
2018-02-15,12,0.2
2018-02-15,13,0.14
2018-02-15,14,0.1
2018-02-15,15,0.33
2018-02-15,16,0.39
2018-02-15,17,0.78
2018-02-15,18,0.77
2018-02-15,19,0.31
2018-02-15,20,0.15
2018-02-15,21,0.12
2018-02-15,22,0.09
2018-02-15,23,0.1
2018-02-16,0,0.09
2018-02-16,1,0.09
2018-02-16,2,0.1
2018-02-16,3,0.12
2018-02-16,4,0.1
2018-02-16,5,0.09
2018-02-16,6,0.09
2018-02-16,7,0.1
2018-02-16,8,0.08
2018-02-16,9,0.1
2018-02-16,10,0.08
2018-02-16,11,0.11
2018-02-16,12,0.09
2018-02-16,13,0.08
